V_02_Temp,T_01_Reb,T_02_RR,T_02_Reb,T_03_Reb,SG_C1,LPG_C2,LPG_C5,NG_RVP,Revenue
-32.8294,66.1261,4.2981,150.5758,198.8029,83.7331,11.9135,0.1878,53.5710,662.8284
