V_123102_Temp,T_123701_Reboiler,T_123702_Condenser,T_123702_Reboiler,T_123703_Reboiler,GVC1,GVC2,GVC5,GVC5_PVR,Sales_Price,Real_Price
-32.8294,64.0769,4.2981,13.8861,47.4421,83.7331,11.9135,0.1878,53.5710,-662.8284,662.8284
