V_02_Temp,T_01_Reb,T_02_RR,T_02_Reb,T_03_Reb,Revenue,SG_C1,LPG_C2,LPG_C5,NG_RVP
-33.0000,66.2900,4.3100,140.1100,197.2400,663.8500,83.7400,12.0000,0.0100,76.0000
