V_123102_Temp,T_123701_Reboiler,T_123702_Condenser,T_123702_Reboiler,T_123703_Reboiler,Sales_Price,GVC1,GVC2,GVC5,GVC5_PVR
-26.334191648388448,73.7237695332621,1.6977686639521683,25.193723687738466,45.588105315195065,-651.8675396738026,82.84534749218359,15.6833113594248,0.01606336860135308,121.642302982036
-30.759804978813094,70.85653031253308,1.6504064778199736,13.19284697730592,48.08322133358999,-659.9161040313327,83.63993652970359,14.827212081856,0.9276070230432535,51.4812038938743
-22.89096638419386,65.20262249759479,3.189676656271846,13.447595145480562,57.52628756511114,-636.4730945333796,81.911110136785,7.15412213687944,2.118344672355236,50.9008228880854
-28.617817909774278,71.54678602931037,1.685978747213402,23.24855131945207,46.98899918820834,-657.3188853649636,83.2301974023237,15.622842261880502,0.01453395477003883,120.90940116295401
-19.102064701920682,69.4999865292709,0.8824556737536496,14.4549619099081,53.9606053567778,-626.2367110084297,81.31617722213021,7.25045346167143,5.06269657959639,45.1183799405467
-30.377557109662817,69.78803287146832,2.1116167728450046,17.764611394571393,46.8175110349442,-659.8858252443509,83.507509137656,14.6188621641239,0.01362802914058727,84.982963964949
-22.981958097247265,68.6277761672743,0.8684809318195374,23.963665862645687,50.13503921979288,-639.7947655003533,82.0133004715651,9.93932505524406,0.2603224350930568,101.192587144443
-22.057515770872676,68.62639566720465,1.9245961606401707,16.269957815858543,58.84463676705052,-636.3403819265033,81.8718509936069,9.68552991954674,0.0441133981966717,66.020263638041
-26.50749721535098,63.35042223533351,1.1318694963061957,21.993188700227563,51.18609353188675,-647.7941311540112,82.4973658719719,8.15060664278144,0.0936012942284761,102.953350876417
-22.110438114859974,69.82270643377825,2.5367521766025325,14.276857540464224,55.02117235140571,-635.8040406556025,81.9080490373155,9.80986393780427,2.1301242154582667,49.814296603639
-18.6735992656198,64.89593742070711,1.604804843682746,21.324016342290673,48.95480092890305,-624.4126354697073,81.0695596078732,2.70238261638252,1.1476399577105079,52.124933516962095
-21.806245832248177,68.75109921590793,1.7268193917276895,18.916741827016853,52.56091196430141,-635.3887037599252,81.8012505590396,8.93292217406322,0.06771916103564704,65.4509421912186
-18.59734722369432,73.25599568224779,3.7484260513976855,26.219115010283257,47.88197017595999,-627.9282378246728,81.3008636794602,10.0139743414741,0.012948188821449911,85.30514488405531
-30.996428635205262,62.579246739133666,3.0440224948136807,22.38272263948889,60.072351184802294,-661.9664178925408,83.37462961050069,12.437670970723099,0.0034580201298577123,139.54177973343602
-28.025716677382555,71.19102750652834,4.38627853416079,14.820894544627212,55.62994612395396,-653.9915154351792,83.1395573625956,14.5531655195474,0.005662263177432515,73.788556374711
-29.658251071136178,62.037504453058986,1.0103423586220188,25.77098671062893,62.52955296701349,-659.14537064274,83.1022469513503,11.7637878354913,0.027495860938768837,157.91563356944
-30.85331450832262,60.49804571167776,3.5047533612691346,15.406497243720832,60.76978423530523,-658.427784863978,83.253902175552,9.73591456305275,0.005488384666035074,93.8538888958709
-19.696720382886205,66.95535994551993,3.0038224332625223,21.337548553988697,56.30974007463652,-629.4231193549178,81.3563664555609,6.64507854324881,0.01998742406221263,78.1179722558427
-29.273218496821706,72.85458127681184,0.7941523030764093,25.907570808965133,52.93913563515309,-661.4636643097833,83.45030750187749,18.2241703144343,0.0465486600521826,153.40009362637798
-19.12504226074495,62.538424592810294,2.5523334651532994,22.300937946880914,62.546861972186775,-627.1782473488865,81.14082234198699,3.3946504078590496,0.02524756488486912,92.0812122124845
-25.41526864552566,66.46255248936261,1.9306948470732266,26.325277412603867,50.911101866412324,-647.2027677735844,82.4078059513776,10.5320495496306,0.01638311958048675,125.54074832640701
-20.51773512151327,64.20368042723177,3.621682741032494,13.66113248134062,61.06542527723283,-629.7580798190143,81.4415493844057,5.17470976135587,2.303958120981354,53.595923930495005
-32.50764621031867,60.15977991139924,0.8571186824141137,20.586787023879523,55.419820658562074,-663.6196670824926,83.532389552776,10.6191810936879,0.08678207195256639,126.218560458324
-17.91885291427274,76.7555525839964,1.3731330203836931,24.998111162642026,48.69904056601332,-626.8154424929432,81.27188062908999,12.0801419060931,0.1029261401475148,80.06729472272329
